order_item_id,order_id,product_id,quantity,price_per_unit
448,8572,727,2,1993.46
449,16694,606,1,3862.44
450,12690,424,1,549.43
451,25351,42,3,2371.59
452,17392,94,2,457.83
453,19621,370,1,3295.53
454,19689,754,2,1125.87
455,6275,352,3,2836.12
456,22873,458,3,3881.84
457,7661,766,2,3471.63
458,22796,606,3,3862.44
459,7227,408,1,3256.88
460,20341,89,2,567.66
461,19751,12,1,620.12
462,13085,239,3,4242.41
463,12144,45,2,2549.42
464,20150,345,2,2829.4
465,18471,570,2,4275.67
466,21406,41,1,594.59
467,6314,134,2,3730.52
468,24937,335,2,397.17
469,13203,582,2,4428.65
470,9643,583,1,2329.74
471,17769,651,2,4678.21
472,5886,591,1,3360.04
473,18777,523,2,1473.14
474,18781,458,1,3881.84
475,12276,6,2,995.72
476,17513,750,3,2221.32
477,26409,533,2,2593.44
478,9533,495,2,1412.39
479,22005,502,1,2285.74
480,22028,669,2,2894.87
481,9492,467,1,1183.74
482,18596,169,3,3157.94
483,13121,569,3,4794.79
484,20535,52,2,3583.69
485,24930,270,2,4235.56
486,18288,362,1,2936.47
487,6687,108,2,4031.46
488,5875,691,3,3351.89
489,24464,758,3,4424.1
490,22793,513,1,1916.85
491,12622,38,1,61.06
492,5562,147,1,2523.2
493,25819,675,2,2575.93
494,13388,517,1,2654.0
495,26003,186,1,448.85
496,14436,165,1,2604.96
497,12484,430,2,2338.55
498,19683,648,1,3909.08
499,20140,11,1,1637.24
500,18462,489,1,3289.98
501,20132,278,3,3855.05
502,6166,640,1,643.37
503,20547,413,1,2397.82
504,13531,109,1,3891.31
505,16716,229,2,1527.09
506,7819,412,3,1187.26
507,23769,618,2,103.11
508,25824,236,3,934.96
509,12414,465,3,2966.08
510,25097,125,1,1131.12
511,12563,181,1,452.2
512,20207,665,2,2626.51
513,20394,720,2,799.93
514,7763,697,1,4580.52
515,22589,39,2,4468.0
516,14409,592,2,4520.37
517,24792,581,2,3800.34
518,20283,283,1,2211.24
519,6666,1,2,4366.61
520,11917,617,3,4140.83
521,6527,391,1,1713.14
522,13377,670,3,943.88
523,22619,410,1,4028.2
524,13828,136,1,3222.28
525,22949,507,1,2016.26
526,25607,288,3,1361.01
527,5138,594,3,2682.26
528,19052,436,1,1240.91
529,8544,561,2,256.94
530,6034,717,2,402.64
531,11029,216,1,3810.1
532,13687,350,2,1808.09
533,7803,127,2,3421.83
534,24667,749,1,1303.66
535,14904,433,2,3246.49
536,11964,597,1,2462.66
537,18461,717,1,402.64
538,13067,546,2,2072.1
539,5230,179,2,249.39
540,24331,277,1,1540.33
541,12604,32,2,3737.01
542,11476,620,2,2179.59
543,25233,42,3,2371.59
544,15010,642,1,131.25
545,11565,188,2,4497.3
546,17890,526,2,4128.87
547,26080,254,1,2716.21
548,18305,262,2,227.88
549,21899,744,2,4951.81
550,13076,150,1,1888.2
551,11110,148,1,1962.64
552,16986,559,3,2206.68
553,22565,59,1,257.14
554,18124,204,2,2839.64
555,8318,251,1,795.61
556,21997,629,3,4141.57
557,23442,378,2,335.42
558,18665,732,3,3965.53
559,17543,577,2,2854.12
560,20262,166,1,2534.15
561,23477,605,1,2669.46
562,8181,140,3,1231.34
563,18527,722,1,2310.79
564,16116,350,2,1808.09
565,23055,504,1,2578.47
566,24567,263,1,4839.31
567,8704,104,3,771.11
568,20584,689,2,3259.17
569,11040,508,2,106.02
570,6992,427,1,3472.88
571,10202,743,3,4173.18
572,23734,529,3,4439.6
573,8430,157,2,4100.21
574,12345,39,1,4468.0
575,18076,245,1,1685.81
576,23129,629,2,4141.57
577,18494,617,1,4140.83
578,7823,283,1,2211.24
579,19644,152,2,148.54
580,16668,475,3,4207.43
581,8016,26,2,2568.42
582,16724,491,3,2375.86
583,25179,261,3,267.42
584,26465,286,1,1029.19
585,21627,100,3,1172.53
586,6359,148,1,1962.64
587,13737,350,3,1808.09
588,13432,730,2,976.11
589,13957,153,3,1566.97
590,24057,458,3,3881.84
591,18689,257,1,2981.07
592,5690,598,3,4782.63
593,23143,490,3,2574.96
594,16648,651,1,4678.21
595,21854,131,1,4822.19
596,19365,660,1,1070.39
597,19204,676,2,838.44
598,15563,128,3,2312.98
599,23139,465,3,2966.08
600,16089,325,3,1458.08
601,15276,84,2,1994.87
602,9964,624,1,2910.73
603,5664,204,2,2839.64
604,23142,649,3,457.16
605,14113,550,2,917.2
606,9914,472,2,1674.85
607,14468,456,1,765.5
608,20163,329,1,798.78
609,15777,622,2,4626.28
610,26243,231,3,165.62
611,11287,567,1,878.32
612,16862,499,3,113.6
613,22896,353,2,453.27
614,14798,468,1,4011.59
615,13610,381,3,2188.98
616,21837,118,2,1973.62
617,19714,308,3,3145.17
618,9219,39,2,4468.0
619,17873,347,2,1108.13
620,8485,585,1,3870.36
621,19094,634,2,102.7
622,9202,438,2,191.76
623,13620,304,1,1150.74
624,21049,244,2,4103.51
625,12069,447,3,626.54
626,9184,710,2,4473.02
627,22073,582,2,4428.65
628,7794,412,3,1187.26
629,25967,274,1,1261.52
630,14651,710,2,4473.02
631,6917,470,1,4904.88
632,9266,735,3,785.12
633,25277,681,1,3129.32
634,13324,74,3,3377.59
635,18005,605,2,2669.46
636,8142,277,2,1540.33
637,20286,345,2,2829.4
638,7926,256,1,4623.74
639,21894,280,2,4027.11
640,15510,225,1,4634.45
641,20776,370,1,3295.53
642,13397,540,2,2505.94
643,6893,167,1,1140.56
644,5026,199,3,2259.17
645,21378,171,3,288.18
646,11193,207,3,4387.44
647,6634,589,2,4903.99
648,22575,296,1,2938.2
649,24922,203,1,4821.57
650,5851,47,3,1137.14
651,12924,401,1,2133.65
652,14823,489,2,3289.98
653,5141,38,2,61.06
654,22524,115,2,1533.04
655,15166,602,3,4156.76
656,8445,679,3,561.06
657,16167,507,1,2016.26
658,16318,293,1,3123.54
659,25269,257,1,2981.07
660,10687,469,2,1432.03
661,14329,538,3,4972.55
662,22213,30,3,2271.68
663,15581,178,1,54.95
664,9874,366,2,2726.15
665,11189,715,2,1155.92
666,13096,661,3,312.92
667,7847,565,1,4697.98
668,8830,569,3,4794.79
669,7320,595,2,3162.58
670,23943,569,2,4794.79
671,25206,569,1,4794.79
672,5575,489,1,3289.98
673,6172,682,3,3976.86
674,11775,267,3,3888.36
675,23195,474,1,3752.74
676,11926,298,3,4080.29
677,6829,196,2,2369.29
678,10907,325,2,1458.08
679,16164,39,1,4468.0
680,14850,392,3,1522.16
681,5678,446,1,1542.4
682,6937,121,2,4713.74
683,5909,416,1,4938.67
684,17823,72,2,2946.8
685,24051,382,1,2271.71
686,19821,195,1,4209.51
687,16145,693,2,477.01
688,13533,415,2,512.31
689,20720,721,3,1059.93
690,11632,667,3,1876.22
691,5269,437,1,4551.8
692,13101,555,1,2878.95
693,17441,726,3,203.01
694,5627,229,3,1527.09
695,6675,136,1,3222.28
696,20218,19,1,300.37
697,11370,660,1,1070.39
698,21658,17,1,2210.34
699,16760,407,2,470.91
700,20068,364,1,1652.76
701,24567,396,3,1532.65
702,14540,405,1,2252.69
703,25400,165,2,2604.96
704,23764,188,3,4497.3
705,21120,435,2,4865.43
706,5697,27,2,3305.33
707,14746,122,2,2876.98
708,16652,324,2,567.81
709,25842,530,1,4209.04
710,9322,745,3,250.75
711,22403,283,2,2211.24
712,9353,432,3,1577.47
713,11009,670,2,943.88
714,9877,57,2,3591.6
715,6919,210,1,2872.25
716,6417,276,1,2411.88
717,21321,21,3,2940.37
718,15179,694,1,3872.16
719,17736,392,3,1522.16
720,26301,269,3,4414.25
721,9106,156,2,763.25
722,7392,263,2,4839.31
723,20810,403,2,3699.99
724,20050,545,3,4515.89
725,10522,537,3,1102.11
726,10208,364,2,1652.76
727,13039,478,2,2138.91
728,18035,450,1,2381.43
729,22507,346,3,2587.35
730,5120,395,3,3734.13
731,5449,69,3,4075.21
732,10529,107,1,725.23
733,16805,34,1,2510.81
734,16124,152,3,148.54
735,24720,397,2,1163.99
736,21880,479,2,1233.01
737,9299,671,1,3961.1
738,19182,410,3,4028.2
739,17574,383,1,4218.33
740,18671,733,3,3295.76
741,11791,123,2,3493.31
742,9209,637,2,2029.62
743,22631,356,2,3806.77
744,5051,591,2,3360.04
745,15100,25,2,265.8
746,6749,735,2,785.12
747,24438,212,3,3223.07
748,8299,761,1,3426.54
749,12936,288,3,1361.01
750,21311,291,2,1812.72
751,17333,566,1,1530.29
752,14426,604,2,4335.82
753,13614,247,2,2167.77
754,17546,372,1,2818.96
755,10777,405,3,2252.69
756,7437,714,1,1783.53
757,24077,750,3,2221.32
758,14918,124,2,190.36
759,19817,145,3,1456.52
760,20004,161,3,3186.82
761,26389,766,2,3471.63
762,5762,109,1,3891.31
763,21473,111,2,3908.48
764,17607,128,2,2312.98
765,23737,79,1,1717.27
766,20857,245,1,1685.81
767,10647,573,1,3167.76
768,12115,240,2,4559.22
769,10670,745,3,250.75
770,22592,222,1,2218.71
771,7029,288,1,1361.01
772,11868,741,2,992.71
773,7930,39,3,4468.0
774,17456,35,2,4793.99
775,17840,20,3,2902.32
776,20953,715,3,1155.92
777,16479,52,1,3583.69
778,20627,542,2,2967.5
779,6088,232,1,4576.43
780,23086,363,3,706.25
781,25068,38,1,61.06
782,22381,343,2,4047.94
783,21276,469,2,1432.03
784,26018,408,3,3256.88
785,10184,632,2,1007.21
786,16347,660,3,1070.39
787,11201,26,2,2568.42
788,20474,146,3,410.47
789,22322,613,3,3241.05
790,24006,666,3,3011.29
791,26512,493,1,1448.18
792,9314,229,1,1527.09
793,11452,618,3,103.11
794,19384,162,3,1026.75
795,21060,333,2,63.55
796,7015,482,1,2475.74
797,21987,374,1,2620.58
798,10660,590,2,1164.51
799,23914,148,2,1962.64
800,17341,246,2,503.1
801,22074,555,3,2878.95
802,16532,281,2,1234.76
803,10569,238,3,4314.13
804,13462,327,1,2131.23
805,25800,385,1,2010.44
806,22569,491,1,2375.86
807,22132,589,2,4903.99
808,5342,112,3,4729.79
809,7478,357,3,3054.09
810,25211,2,2,2397.86
811,11436,470,1,4904.88
812,5969,185,3,2994.89
813,9518,390,1,750.68
814,23782,64,3,810.39
815,15661,298,1,4080.29
816,13686,688,2,4745.33
817,16150,460,3,4190.22
818,8855,468,1,4011.59
819,18714,608,3,969.85
820,13547,191,2,96.26
821,13143,51,3,4885.84
822,22753,23,2,4521.31
823,8240,713,1,3698.92
824,18381,285,1,3134.18
825,25346,514,3,2054.34
826,11690,7,1,4661.05
827,13417,378,3,335.42
828,9313,470,2,4904.88
829,11319,526,3,4128.87
830,14945,549,3,809.7
831,24159,332,1,4462.01
832,11736,30,1,2271.68
833,20185,332,1,4462.01
834,24905,212,3,3223.07
835,19422,336,1,189.86
836,5304,733,2,3295.76
837,5946,278,1,3855.05
838,9839,138,1,1804.79
839,20312,169,1,3157.94
840,20377,711,2,3055.49
841,10415,210,2,2872.25
842,20519,742,1,4879.26
843,12285,280,2,4027.11
844,7644,672,3,1329.16
845,7866,615,2,2579.5
846,25399,750,1,2221.32
847,14613,464,2,2408.21
848,22039,299,2,4564.54
849,8838,486,1,716.11
850,12695,613,3,3241.05
851,6339,736,1,3188.23
852,23225,508,3,106.02
853,7401,124,2,190.36
854,23892,446,1,1542.4
855,25202,195,3,4209.51
856,17242,328,3,1731.85
857,17870,344,1,4043.68
858,9904,2,2,2397.86
859,5034,602,1,4156.76
860,13357,125,2,1131.12
861,12890,553,1,1725.6
862,7771,125,2,1131.12
863,21668,125,1,1131.12
864,8647,505,1,937.64
865,11313,90,2,2531.09
866,14372,351,2,3083.91
867,21298,146,1,410.47
868,14080,22,3,3627.99
869,24994,763,2,384.01
870,21639,100,2,1172.53
871,18585,560,1,2786.45
872,19706,572,3,1785.91
873,23313,477,3,1416.42
874,20478,193,2,2836.54
875,12688,435,3,4865.43
876,22265,14,3,2456.8
877,13317,390,3,750.68
878,13502,280,3,4027.11
879,19387,639,3,3780.38
880,23947,205,1,4179.47
881,25300,681,3,3129.32
882,10936,309,2,2904.49
883,19173,584,1,913.23
884,16485,412,2,1187.26
885,11399,229,1,1527.09
886,21546,99,1,1312.0
887,9522,406,1,2540.36
888,9046,81,1,1571.53
889,6261,568,2,3179.03
890,22642,632,1,1007.21
891,12554,648,3,3909.08
892,17554,432,3,1577.47
893,24284,424,1,549.43
894,8632,345,3,2829.4
895,11319,695,1,2453.9
896,25935,765,3,751.1
897,26309,466,3,2730.4
898,23275,311,2,283.92
899,7066,443,3,959.56
900,25523,726,3,203.01
901,13114,401,2,2133.65
902,15108,578,1,3865.14
903,10099,510,1,1731.12
904,25272,764,3,3394.77
905,9628,476,3,605.77
906,15619,38,2,61.06
907,20614,669,2,2894.87
908,11446,4,1,570.58
909,15721,375,1,4141.33
910,21498,257,2,2981.07
911,13323,673,2,2377.84
912,6800,447,2,626.54
913,26422,417,3,806.91
914,18401,651,1,4678.21
915,8337,610,1,1230.78
916,12335,140,3,1231.34
917,13811,267,3,3888.36
918,23606,677,1,4770.38
919,14070,240,3,4559.22
920,11772,64,2,810.39
921,6146,40,2,3871.95
922,7155,272,2,3499.95
923,21802,216,1,3810.1
924,5190,603,1,1426.01
925,10025,67,1,2863.17
926,17611,11,3,1637.24
927,20184,485,2,3624.05
928,9708,440,1,2237.27
929,17449,295,2,1588.29
930,23954,687,1,3553.37
931,22857,89,3,567.66
932,24186,184,3,1542.33
933,12371,392,3,1522.16
934,11476,500,1,2886.31
935,6471,562,1,2994.21
936,22324,479,3,1233.01
937,26155,398,3,2001.67
938,6069,57,2,3591.6
939,13695,423,1,3372.08
940,14196,576,3,4301.22
941,10589,554,2,3168.81
942,15999,323,2,2096.12
943,22000,242,1,4367.56
944,19900,25,3,265.8
945,8020,219,2,642.89
946,20051,174,2,1783.14
947,26193,460,2,4190.22
948,19824,182,2,4303.48
949,18548,750,2,2221.32
950,24391,445,1,3228.54
951,19229,160,2,2572.25
952,17674,81,2,1571.53
953,6558,224,3,3146.96
954,22837,656,1,1803.13
955,24692,693,1,477.01
956,23259,425,2,1372.34
957,14271,204,1,2839.64
958,18918,584,1,913.23
959,11198,387,1,530.07
960,12178,408,2,3256.88
961,24720,560,3,2786.45
962,9114,512,3,2484.85
963,15689,698,2,454.09
964,13124,392,3,1522.16
965,17804,566,3,1530.29
966,26159,689,3,3259.17
967,9206,360,2,144.06
968,12950,428,3,2995.71
969,9433,690,1,596.13
970,8345,580,2,305.21
971,9910,684,1,2170.84
972,10759,143,3,3700.12
973,8163,501,2,1802.62
974,21273,743,3,4173.18
975,12475,507,1,2016.26
976,16181,728,1,3854.22
977,11516,432,2,1577.47
978,23141,109,1,3891.31
979,19445,361,2,3866.96
980,22934,24,3,2933.68
981,22382,582,1,4428.65
982,9203,588,1,2402.15
983,17122,158,2,4564.21
984,24069,367,2,2029.03
985,19740,10,3,4528.38
986,8665,556,2,2778.3
987,24273,751,2,3664.29
988,14176,638,1,2421.83
989,24875,553,3,1725.6
990,21370,194,3,3745.46
991,16788,676,1,838.44
992,5955,764,2,3394.77
993,21900,595,1,3162.58
994,25702,329,2,798.78
995,24971,77,1,592.19
996,17515,387,2,530.07
997,5554,72,1,2946.8
998,24784,702,2,549.67
999,9925,492,3,416.79
1000,22552,569,1,4794.79
1001,23186,193,1,2836.54
1002,7406,503,1,1039.68
1003,14259,180,1,4506.9
1004,9533,519,3,1649.38
1005,6527,759,1,4609.53
1006,8293,718,3,2857.94
1007,22731,181,1,452.2
1008,8951,490,2,2574.96
1009,14171,60,2,2839.06
