order_id,order_date,customer_id,seller_id,order_status
5127,15/04/2022,201,33,Completed
5128,05/10/2020,353,43,Completed
5129,22/09/2022,246,3,Inprogress
5130,23/06/2024,793,26,Inprogress
5131,30/09/2024,540,30,Inprogress
5132,10/06/2023,295,6,Inprogress
5133,30/12/2023,333,11,Inprogress
5134,26/10/2022,803,33,Inprogress
5135,05/05/2022,272,8,Inprogress
5136,11/01/2020,603,12,Completed
5137,16/01/2021,742,6,Inprogress
5138,22/09/2023,672,25,Inprogress
5139,30/07/2021,464,18,Completed
5140,11/07/2021,286,16,Inprogress
5141,11/07/2021,83,37,Completed
5142,19/08/2021,569,1,Completed
5143,10/01/2024,230,19,Completed
5144,14/04/2023,70,50,Completed
5145,02/02/2020,114,14,Inprogress
5146,17/09/2022,224,11,Inprogress
5147,05/08/2021,530,36,Completed
5148,21/11/2021,687,37,Completed
5149,13/02/2020,650,51,Completed
5150,28/03/2021,406,23,Completed
5151,25/11/2020,365,16,Completed
5152,19/06/2021,375,40,Inprogress
5153,03/09/2020,415,22,Inprogress
5154,03/06/2021,487,30,Inprogress
5155,08/04/2022,784,22,Completed
5156,25/12/2021,377,21,Completed
5157,16/07/2022,331,35,Completed
5158,31/10/2021,203,1,Inprogress
5159,24/07/2023,193,6,Completed
5160,06/02/2021,386,38,Completed
5161,08/07/2023,750,32,Completed
5162,30/08/2021,759,25,Completed
5163,24/02/2021,565,38,Completed
5164,30/08/2022,815,18,Completed
5165,14/05/2020,645,41,Inprogress
5166,10/02/2021,780,41,Completed
5167,24/12/2024,10,39,Inprogress
5168,13/02/2024,810,9,Completed
5169,27/01/2024,206,54,Completed
5170,18/06/2020,679,17,Inprogress
5171,27/12/2024,125,45,Inprogress
5172,16/11/2023,542,18,Completed
5173,14/06/2022,321,36,Completed
5174,24/08/2023,104,27,Inprogress
5175,20/12/2022,584,26,Inprogress
5176,23/10/2020,310,29,Inprogress
5177,07/05/2020,887,11,Inprogress
5178,14/01/2022,657,29,Completed
5179,26/10/2024,483,45,Completed
5180,18/07/2021,727,3,Completed
5181,18/12/2021,485,11,Inprogress
5182,04/05/2022,358,34,Completed
5183,30/08/2022,717,26,Inprogress
5184,02/10/2020,527,20,Completed
5185,12/07/2020,203,46,Completed
5186,31/12/2021,314,22,Completed
5187,20/07/2023,870,5,Completed
5188,04/02/2023,387,20,Completed
5189,26/11/2024,569,43,Completed
5190,12/06/2024,149,52,Completed
5191,24/01/2022,555,32,Inprogress
5192,25/06/2023,95,53,Completed
5193,02/09/2020,227,6,Inprogress
5194,24/10/2023,464,9,Completed
5195,09/09/2021,709,29,Completed
5196,05/11/2023,124,2,Completed
5197,06/06/2024,582,52,Inprogress
5198,04/06/2023,275,35,Completed
5199,02/10/2023,890,15,Completed
5200,11/05/2022,34,1,Inprogress
5201,11/11/2021,401,7,Completed
5202,09/09/2024,282,28,Inprogress
5203,01/11/2023,216,39,Completed
5204,02/01/2023,419,55,Inprogress
5205,23/05/2024,198,50,Inprogress
5206,01/12/2024,141,13,Inprogress
5207,29/03/2020,712,47,Inprogress
5208,01/05/2020,38,4,Inprogress
5209,19/02/2021,335,24,Completed
5210,01/09/2024,588,34,Inprogress
5211,30/11/2022,168,16,Completed
5212,16/07/2024,553,21,Completed
5213,12/06/2021,755,22,Inprogress
5214,12/02/2024,57,29,Inprogress
5215,20/04/2020,387,39,Completed
5216,09/06/2023,458,53,Completed
5217,29/09/2021,118,48,Completed
5218,27/01/2023,403,43,Completed
5219,19/05/2022,418,23,Completed
5220,18/03/2021,241,33,Inprogress
5221,18/03/2022,43,46,Inprogress
5222,24/11/2023,799,12,Completed
5223,23/07/2021,492,5,Completed
5224,17/01/2022,202,41,Completed
5225,05/11/2022,789,9,Inprogress
5226,02/09/2021,749,45,Inprogress
5227,07/11/2023,55,44,Completed
5228,18/02/2024,352,36,Completed
5229,12/10/2021,132,47,Completed
5230,03/06/2023,769,38,Completed
5231,04/11/2022,464,48,Inprogress
5232,04/12/2020,199,13,Completed
5233,08/08/2023,173,5,Completed
5234,07/05/2020,753,15,Completed
5235,26/06/2023,128,4,Completed
5236,17/11/2020,403,20,Inprogress
5237,05/06/2022,822,29,Completed
5238,31/05/2023,434,25,Inprogress
5239,25/01/2024,142,30,Inprogress
5240,06/04/2024,811,22,Inprogress
5241,16/03/2020,134,43,Completed
5242,31/03/2021,462,24,Inprogress
5243,23/09/2021,745,15,Inprogress
5244,18/05/2022,788,39,Completed
5245,14/06/2024,375,17,Inprogress
5246,07/07/2022,797,55,Inprogress
5247,28/10/2021,480,22,Completed
5248,18/03/2020,897,15,Inprogress
5249,10/10/2020,746,4,Inprogress
5250,16/06/2023,188,27,Inprogress
5251,22/03/2020,240,51,Completed
5252,10/01/2023,103,46,Completed
5253,03/09/2020,745,33,Inprogress
5254,04/06/2020,163,53,Inprogress
5255,24/10/2020,898,11,Completed
5256,29/08/2024,7,27,Completed
5257,25/11/2021,550,16,Inprogress
5258,09/03/2021,60,42,Inprogress
5259,16/08/2021,547,44,Completed
5260,29/05/2022,96,14,Completed
5261,27/04/2023,318,9,Completed
5262,05/07/2021,807,15,Inprogress
5263,10/09/2020,811,53,Completed
5264,05/08/2024,401,6,Completed
5265,21/02/2023,650,50,Completed
5266,22/09/2024,154,4,Inprogress
5267,18/04/2022,308,13,Completed
5268,04/11/2022,182,30,Inprogress
5269,28/04/2020,43,48,Completed
5270,17/03/2024,813,17,Inprogress
5271,15/02/2020,200,6,Inprogress
5272,26/09/2021,207,34,Inprogress
5273,01/07/2024,375,12,Completed
5274,22/11/2024,101,50,Inprogress
5275,12/01/2022,59,6,Inprogress
5276,26/09/2023,176,23,Completed
5277,15/12/2024,411,43,Inprogress
5278,05/02/2021,468,10,Completed
5279,11/06/2022,429,38,Completed
5280,18/06/2021,579,39,Completed
5281,08/02/2021,845,48,Inprogress
5282,04/09/2021,493,26,Completed
5283,23/07/2021,519,22,Completed
5284,04/12/2020,834,41,Completed
5285,28/10/2022,288,49,Inprogress
5286,14/05/2022,269,22,Completed
5287,15/12/2020,393,18,Inprogress
5288,01/05/2021,677,50,Completed
5289,12/04/2021,786,53,Inprogress
5290,24/02/2021,335,42,Inprogress
5291,13/04/2020,548,33,Inprogress
5292,15/07/2020,352,37,Inprogress
5293,21/12/2023,327,1,Inprogress
5294,25/10/2022,495,8,Completed
5295,06/09/2021,658,5,Inprogress
5296,11/12/2022,301,6,Completed
5297,22/09/2020,169,25,Completed
5298,16/11/2021,710,55,Inprogress
5299,25/08/2023,113,16,Inprogress
5300,31/12/2022,684,32,Inprogress
5301,04/02/2020,205,25,Inprogress
5302,06/04/2023,189,16,Inprogress
5303,03/01/2022,574,22,Completed
5304,11/12/2022,96,3,Inprogress
5305,22/07/2023,669,39,Inprogress
5306,24/08/2020,487,46,Completed
5307,12/06/2021,887,50,Inprogress
5308,21/11/2024,823,39,Completed
5309,10/01/2023,688,19,Inprogress
5310,07/04/2020,9,53,Inprogress
5311,15/12/2023,758,45,Inprogress
5312,07/03/2023,344,37,Inprogress
5313,10/07/2024,276,28,Completed
5314,20/04/2020,343,17,Completed
5315,16/09/2024,530,11,Completed
5316,16/07/2020,78,27,Inprogress
5317,09/10/2021,190,4,Completed
5318,21/06/2024,256,49,Inprogress
5319,06/03/2021,742,50,Inprogress
5320,11/03/2022,453,35,Inprogress
5321,12/06/2020,598,13,Completed
5322,28/03/2020,396,33,Inprogress
5323,05/06/2020,648,17,Completed
5324,25/03/2021,704,39,Completed
5325,01/08/2022,225,12,Completed
5326,08/11/2022,840,13,Completed
5327,05/11/2021,592,27,Inprogress
5328,10/11/2023,882,28,Completed
5329,19/12/2024,536,51,Completed
5330,15/11/2020,255,21,Completed
5331,27/06/2020,609,6,Inprogress
5332,20/08/2023,190,46,Completed
5333,09/07/2021,29,12,Completed
5334,11/12/2023,484,24,Completed
5335,20/12/2023,428,47,Inprogress
5336,30/10/2023,433,55,Inprogress
5337,22/08/2020,530,11,Inprogress
5338,21/01/2022,816,33,Completed
5339,11/04/2020,559,15,Completed
5340,28/05/2023,760,49,Inprogress
5341,27/03/2023,68,5,Inprogress
5342,26/01/2020,224,53,Completed
5343,11/05/2020,747,24,Inprogress
5344,25/08/2022,479,28,Inprogress
5345,20/04/2024,274,12,Inprogress
5346,05/07/2020,738,9,Completed
5347,29/05/2022,830,15,Completed
5348,20/03/2022,265,27,Completed
5349,18/10/2020,347,24,Completed
5350,18/11/2022,84,32,Inprogress
5351,14/08/2024,191,52,Completed
5352,23/07/2022,545,33,Inprogress
5353,17/10/2023,225,54,Completed
5354,25/07/2024,855,6,Completed
5355,01/02/2023,180,37,Completed
5356,23/07/2023,77,21,Inprogress
5357,16/05/2023,154,15,Completed
5358,31/12/2024,690,2,Completed
5359,16/04/2022,184,9,Completed
5360,20/02/2023,840,14,Completed
5361,10/07/2024,24,10,Inprogress
5362,10/07/2020,84,43,Inprogress
5363,25/02/2024,535,25,Completed
5364,26/07/2024,562,2,Completed
5365,14/10/2023,395,13,Inprogress
5366,08/09/2021,374,40,Inprogress
5367,01/01/2023,298,27,Inprogress
5368,14/11/2022,775,53,Completed
5369,17/07/2020,309,51,Completed
5370,06/10/2021,145,31,Completed
5371,20/10/2020,722,7,Inprogress
5372,05/04/2020,561,25,Inprogress
5373,28/02/2023,159,29,Inprogress
5374,14/05/2022,509,28,Inprogress
5375,19/05/2021,497,7,Completed
5376,15/05/2020,286,35,Completed
5377,20/05/2020,216,25,Completed
5378,15/08/2024,853,11,Inprogress
5379,04/09/2020,641,47,Inprogress
5380,09/07/2024,450,52,Inprogress
5381,30/04/2024,585,27,Completed
5382,16/09/2024,622,51,Completed
5383,06/03/2022,732,5,Inprogress
5384,10/10/2020,255,31,Completed
5385,13/09/2023,879,55,Completed
5386,19/02/2020,66,11,Completed
5387,10/05/2020,443,48,Inprogress
5388,17/12/2021,641,22,Completed
5389,25/10/2023,749,29,Inprogress
5390,27/04/2020,29,30,Completed
5391,13/02/2022,783,54,Completed
5392,19/05/2022,466,22,Completed
5393,10/09/2024,27,28,Inprogress
5394,02/09/2020,653,42,Inprogress
5395,22/07/2021,58,3,Inprogress
5396,15/04/2022,355,15,Completed
5397,01/03/2023,768,54,Completed
5398,19/02/2022,325,42,Inprogress
5399,03/04/2021,482,50,Inprogress
5400,24/03/2021,563,24,Completed
5401,21/05/2023,859,44,Completed
5402,28/12/2023,265,3,Inprogress
5403,06/01/2021,414,9,Completed
5404,09/07/2024,194,48,Inprogress
5405,05/11/2021,581,29,Completed
5406,10/04/2024,379,23,Completed
5407,12/02/2020,507,38,Inprogress
5408,19/04/2020,128,21,Completed
5409,27/03/2024,568,37,Completed
5410,06/06/2022,150,13,Inprogress
5411,20/06/2021,512,54,Inprogress
5412,22/12/2021,827,18,Completed
5413,19/08/2023,119,24,Completed
5414,21/01/2024,324,23,Inprogress
5415,04/12/2021,62,14,Inprogress
5416,09/03/2024,139,41,Inprogress
5417,13/03/2022,461,31,Completed
5418,21/06/2021,180,18,Completed
5419,12/10/2021,508,42,Inprogress
5420,15/11/2020,48,9,Inprogress
5421,27/05/2020,742,54,Completed
5422,28/09/2020,551,52,Inprogress
5423,12/12/2023,651,42,Inprogress
5424,02/02/2023,596,27,Inprogress
5425,25/11/2023,244,36,Completed
5426,10/12/2022,531,20,Inprogress
5427,04/01/2020,74,32,Inprogress
5428,11/10/2021,124,55,Inprogress
5429,31/05/2024,870,12,Completed
5430,02/02/2022,417,53,Inprogress
5431,26/06/2024,198,43,Completed
5432,23/01/2020,362,29,Completed
5433,16/11/2023,218,47,Completed
5434,11/05/2023,280,29,Completed
5435,10/03/2021,206,20,Inprogress
5436,29/09/2022,589,39,Completed
5437,18/03/2024,229,24,Inprogress
5438,02/05/2024,419,53,Inprogress
5439,21/04/2022,449,30,Inprogress
5440,20/07/2022,785,30,Inprogress
5441,17/05/2020,99,33,Inprogress
5442,25/08/2024,245,21,Inprogress
5443,19/01/2021,577,28,Inprogress
5444,08/09/2023,74,49,Completed
5445,07/11/2024,271,25,Completed
5446,09/01/2020,584,55,Completed
5447,12/03/2022,191,11,Inprogress
5448,24/08/2021,423,24,Completed
5449,19/03/2020,304,12,Inprogress
5450,28/04/2020,558,20,Completed
5451,23/12/2022,811,43,Completed
5452,12/06/2024,134,6,Completed
5453,05/11/2023,568,10,Inprogress
5454,25/07/2024,426,2,Inprogress
5455,31/05/2020,275,12,Completed
5456,02/04/2021,802,40,Completed
5457,09/05/2020,879,40,Completed
5458,22/06/2024,377,19,Inprogress
5459,16/12/2023,890,26,Completed
5460,17/03/2023,425,17,Completed
5461,13/02/2021,663,17,Completed
5462,25/07/2023,472,4,Inprogress
5463,03/09/2024,193,11,Inprogress
5464,07/04/2020,323,37,Completed
5465,08/07/2024,204,3,Completed
5466,24/12/2022,651,48,Completed
5467,25/10/2024,891,18,Completed
5468,31/08/2022,217,53,Completed
5469,21/07/2021,382,51,Inprogress
5470,28/12/2023,729,12,Completed
5471,20/07/2020,702,18,Inprogress
5472,30/07/2024,96,34,Inprogress
5473,25/06/2020,405,4,Inprogress
5474,11/09/2021,344,14,Inprogress
5475,14/02/2024,79,32,Completed
5476,22/03/2021,481,1,Completed
5477,20/11/2023,170,54,Completed
5478,26/12/2022,260,7,Inprogress
5479,01/12/2021,629,48,Inprogress
5480,22/12/2024,234,18,Completed
5481,10/07/2020,736,39,Completed
5482,13/10/2020,394,9,Completed
5483,20/07/2020,440,54,Inprogress
5484,31/07/2020,283,6,Completed
5485,29/08/2024,145,40,Inprogress
5486,15/07/2024,434,43,Inprogress
5487,09/09/2024,673,33,Completed
5488,29/02/2020,422,10,Completed
5489,14/12/2022,438,19,Completed
5490,01/11/2022,16,34,Inprogress
5491,07/04/2020,753,28,Inprogress
5492,08/10/2020,474,13,Inprogress
5493,28/11/2021,787,19,Inprogress
5494,23/12/2020,414,12,Completed
5495,05/12/2020,5,13,Inprogress
5496,26/07/2023,804,38,Inprogress
5497,12/07/2024,143,35,Completed
5498,13/03/2023,823,46,Completed
5499,04/08/2024,382,16,Completed
5500,05/01/2022,8,20,Completed
5501,22/03/2021,387,32,Completed
5502,04/01/2021,180,11,Completed
5503,02/03/2022,851,48,Completed
5504,16/09/2020,657,15,Completed
5505,24/11/2024,383,8,Inprogress
5506,26/11/2021,525,20,Inprogress
5507,26/11/2022,646,20,Inprogress
5508,07/05/2021,510,8,Inprogress
5509,15/06/2021,497,31,Inprogress
5510,03/09/2022,600,28,Completed
5511,28/05/2022,311,13,Inprogress
5512,24/10/2022,71,53,Completed
5513,26/11/2021,718,12,Completed
5514,14/12/2023,804,32,Completed
5515,24/03/2023,600,30,Inprogress
5516,19/04/2024,94,53,Inprogress
5517,20/08/2020,418,41,Completed
5518,26/01/2021,79,21,Completed
5519,10/06/2020,710,34,Completed
5520,29/12/2021,438,15,Completed
5521,12/05/2020,13,26,Inprogress
5522,06/12/2024,145,43,Inprogress
5523,26/06/2021,614,26,Completed
5524,31/01/2024,312,42,Inprogress
5525,26/12/2024,538,3,Inprogress
5526,19/10/2023,53,13,Completed
5527,16/09/2021,175,36,Inprogress
5528,31/08/2024,416,55,Inprogress
5529,07/07/2020,77,21,Inprogress
5530,24/04/2021,616,43,Completed
5531,18/01/2024,725,12,Inprogress
5532,10/06/2020,427,1,Completed
5533,29/12/2021,86,26,Completed
5534,18/10/2024,422,7,Inprogress
5535,16/01/2022,768,2,Inprogress
5536,03/08/2023,791,54,Completed
5537,15/10/2021,788,31,Inprogress
5538,28/03/2022,399,52,Inprogress
5539,20/08/2022,346,39,Inprogress
5540,21/02/2023,475,30,Completed
5541,12/08/2022,773,43,Inprogress
5542,11/11/2023,2,29,Inprogress
5543,07/01/2023,146,39,Completed
5544,07/08/2022,744,50,Inprogress
5545,30/04/2021,98,8,Completed
5546,30/11/2023,637,7,Inprogress
5547,09/06/2021,596,7,Inprogress
5548,03/11/2020,91,48,Completed
5549,03/03/2020,794,36,Inprogress
5550,03/12/2022,625,22,Completed
5551,12/12/2024,771,31,Inprogress
5552,17/12/2021,60,29,Completed
5553,19/06/2023,705,8,Inprogress
5554,11/08/2023,891,24,Inprogress
5555,21/07/2020,573,50,Inprogress
5556,14/05/2020,677,46,Completed
5557,14/04/2020,750,8,Inprogress
5558,17/10/2020,421,40,Completed
5559,10/11/2022,851,18,Inprogress
5560,13/06/2023,119,55,Inprogress
5561,21/08/2021,87,47,Inprogress
5562,03/02/2024,637,6,Inprogress
5563,14/08/2022,753,16,Completed
5564,07/12/2021,293,24,Completed
5565,19/02/2022,20,4,Completed
5566,13/07/2024,250,38,Completed
5567,26/05/2022,655,5,Inprogress
5568,26/08/2024,322,41,Inprogress
5569,14/11/2024,735,45,Inprogress
5570,13/10/2024,849,34,Completed
5571,02/07/2021,829,29,Completed
5572,16/07/2022,90,25,Completed
5573,23/05/2024,630,33,Inprogress
5574,27/06/2020,687,54,Inprogress
5575,11/11/2022,407,31,Completed
5576,11/03/2021,142,31,Completed
5577,17/12/2023,686,33,Inprogress
5578,21/11/2020,470,34,Completed
5579,19/12/2021,355,20,Completed
5580,09/12/2023,230,11,Inprogress
5581,27/05/2022,455,35,Inprogress
5582,15/05/2022,432,38,Completed
5583,28/04/2024,415,14,Completed
5584,06/04/2020,797,30,Completed
5585,22/07/2023,876,35,Inprogress
5586,25/03/2021,256,5,Inprogress
5587,03/10/2021,454,39,Inprogress
5588,28/05/2022,605,44,Inprogress
5589,25/08/2024,91,30,Inprogress
5590,21/08/2020,845,8,Completed
5591,30/07/2023,567,21,Completed
5592,31/08/2020,311,29,Completed
5593,20/04/2021,500,3,Inprogress
5594,28/09/2024,54,6,Completed
5595,10/03/2024,711,19,Inprogress
5596,20/09/2023,80,7,Inprogress
5597,25/11/2020,791,4,Inprogress
5598,08/08/2020,469,43,Completed
5599,16/05/2020,550,31,Completed
5600,15/02/2024,533,50,Inprogress
5601,20/02/2021,876,47,Inprogress
5602,27/07/2020,159,51,Completed
5603,18/11/2020,482,11,Inprogress
5604,25/08/2022,368,30,Inprogress
5605,05/08/2020,612,48,Inprogress
5606,06/11/2023,805,28,Completed
5607,13/04/2024,294,40,Inprogress
5608,22/03/2020,274,54,Completed
5609,09/04/2021,390,39,Inprogress
5610,20/07/2021,385,42,Completed
5611,02/01/2023,381,9,Inprogress
5612,09/02/2021,348,30,Inprogress
5613,18/04/2023,412,29,Completed
5614,26/11/2024,68,23,Completed
5615,18/12/2021,25,6,Completed
5616,19/06/2020,812,36,Completed
5617,10/04/2024,777,24,Inprogress
5618,29/04/2023,112,19,Completed
5619,11/04/2021,680,39,Completed
5620,23/04/2020,571,21,Inprogress
5621,02/11/2023,775,27,Completed
5622,05/12/2020,485,24,Completed
5623,20/02/2021,160,21,Inprogress
5624,16/07/2020,515,27,Inprogress
5625,02/02/2022,556,41,Inprogress
5626,11/10/2024,205,14,Completed
5627,18/01/2020,847,23,Inprogress
5628,30/08/2021,392,25,Completed
5629,17/03/2021,8,32,Completed
5630,16/05/2024,867,19,Inprogress
5631,26/05/2021,227,41,Inprogress
5632,16/05/2022,277,52,Completed
5633,07/05/2023,644,35,Inprogress
5634,11/08/2022,585,53,Completed
5635,12/08/2020,25,43,Inprogress
5636,03/11/2024,259,26,Inprogress
5637,09/01/2022,419,46,Inprogress
5638,23/08/2024,571,16,Completed
5639,31/01/2024,804,45,Completed
5640,18/08/2023,435,8,Inprogress
5641,25/12/2020,171,45,Completed
5642,26/03/2024,343,28,Inprogress
5643,15/02/2022,571,46,Completed
5644,30/04/2022,458,31,Inprogress
5645,24/06/2021,204,39,Inprogress
5646,17/01/2023,860,15,Completed
5647,17/03/2023,524,5,Completed
5648,09/10/2024,9,15,Completed
5649,28/05/2022,171,34,Completed
5650,16/08/2022,76,55,Inprogress
5651,29/07/2024,772,39,Inprogress
5652,24/06/2021,36,24,Completed
5653,26/02/2021,380,38,Completed
5654,24/04/2021,636,44,Inprogress
5655,19/04/2021,399,34,Inprogress
5656,23/04/2024,756,36,Inprogress
5657,09/11/2024,663,44,Completed
5658,02/03/2020,703,1,Completed
5659,06/12/2024,337,31,Inprogress
5660,27/07/2021,27,33,Completed
5661,27/04/2020,881,1,Inprogress
5662,29/07/2021,498,1,Inprogress
5663,06/06/2021,781,11,Completed
5664,12/09/2022,447,47,Completed
5665,01/03/2020,255,12,Inprogress
5666,06/08/2020,369,7,Completed
5667,29/02/2020,730,39,Completed
5668,30/07/2023,810,20,Inprogress
5669,05/09/2023,311,34,Inprogress
5670,11/04/2022,453,7,Completed
5671,23/12/2022,531,3,Completed
5672,05/06/2021,62,39,Completed
5673,12/12/2023,598,39,Completed
5674,01/12/2022,683,28,Inprogress
5675,10/06/2022,123,53,Completed
5676,29/04/2024,362,45,Inprogress
5677,15/06/2023,376,53,Completed
5678,22/07/2024,216,18,Completed
5679,12/07/2021,240,25,Inprogress
5680,27/01/2020,672,49,Inprogress
5681,01/07/2024,684,10,Completed
5682,04/05/2024,798,40,Completed
5683,24/11/2020,424,21,Inprogress
5684,15/06/2020,512,52,Completed
5685,23/06/2023,336,37,Completed
5686,16/10/2024,517,14,Completed
5687,22/04/2020,746,50,Completed
5688,16/12/2022,125,55,Inprogress
5689,12/02/2024,841,50,Inprogress
5690,09/01/2020,842,51,Completed
5691,09/12/2021,179,43,Completed
5692,31/03/2020,741,6,Completed
5693,09/03/2022,498,27,Completed
5694,28/10/2024,474,43,Inprogress
5695,18/08/2020,350,26,Inprogress
5696,28/09/2020,491,40,Inprogress
5697,18/01/2024,52,10,Inprogress
5698,15/03/2022,662,43,Completed
5699,30/08/2020,361,9,Inprogress
5700,11/09/2021,253,43,Completed
5701,15/02/2022,892,44,Completed
5702,12/07/2022,224,44,Inprogress
5703,17/09/2024,207,18,Inprogress
5704,13/09/2020,584,55,Completed
5705,17/10/2021,391,47,Inprogress
5706,01/08/2021,828,20,Completed
5707,20/09/2021,408,19,Inprogress
5708,03/05/2021,279,32,Completed
5709,11/05/2022,749,24,Inprogress
5710,23/01/2023,843,17,Completed
5711,14/09/2020,795,44,Completed
5712,22/04/2024,7,21,Inprogress
5713,12/06/2021,479,43,Completed
5714,17/09/2022,89,22,Inprogress
5715,28/05/2023,583,16,Inprogress
5716,07/02/2024,89,48,Inprogress
5717,26/12/2022,69,26,Inprogress
5718,14/11/2023,715,19,Inprogress
5719,16/01/2021,476,9,Completed
5720,17/01/2020,86,15,Completed
5721,19/08/2023,674,55,Completed
5722,08/10/2021,116,14,Completed
5723,08/07/2022,386,44,Inprogress
5724,09/10/2023,692,21,Inprogress
5725,19/06/2024,370,54,Inprogress
5726,30/03/2021,516,12,Completed
5727,08/03/2024,443,54,Completed
5728,06/09/2024,364,30,Completed
5729,01/10/2024,139,22,Inprogress
5730,24/07/2023,414,51,Inprogress
5731,28/03/2024,150,37,Inprogress
5732,11/06/2023,711,17,Completed
5733,01/07/2020,102,55,Inprogress
5734,03/12/2022,328,38,Inprogress
5735,21/04/2020,2,1,Completed
